nodenumber,    x-coordinate,    y-coordinate,      x-velocity,      y-velocity
         1, 0.000000000E+00,-2.500000000E-01, 1.021624656E-01,-3.242572674E-02
         2, 2.500000000E-01,-2.500000000E-01, 7.780396713E-02, 7.268042311E-03
         3, 1.280092601E-02,-2.500000000E-01, 1.019114683E-01,-2.900736114E-02
         4, 2.600156209E-02,-2.500000000E-01, 1.012847887E-01,-2.548110024E-02
         5, 3.963712620E-02,-2.500000000E-01, 1.003087952E-01,-2.192079752E-02
         6, 5.369315245E-02,-2.500000000E-01, 9.902176679E-02,-1.841330627E-02
         7, 6.808044543E-02,-2.500000000E-01, 9.748259077E-02,-1.504514331E-02
         8, 8.280803821E-02,-2.500000000E-01, 9.575924335E-02,-1.186961871E-02
         9, 9.788397990E-02,-2.500000000E-01, 9.392596979E-02,-8.921717568E-03
        10, 1.133099589E-01,-2.500000000E-01, 9.202616890E-02,-6.207753491E-03
        11, 1.290763065E-01,-2.500000000E-01, 9.009801220E-02,-3.737979427E-03
        12, 1.451892350E-01,-2.500000000E-01, 8.817745176E-02,-1.513931084E-03
        13, 1.616541052E-01,-2.500000000E-01, 8.629049554E-02, 4.700285261E-04
        14, 1.784696361E-01,-2.500000000E-01, 8.446050466E-02, 2.223428994E-03
        15, 1.956423407E-01,-2.500000000E-01, 8.269951105E-02, 3.761168545E-03
        16, 2.132223708E-01,-2.500000000E-01, 8.100645951E-02, 5.105925666E-03
        17, 2.313370849E-01,-2.500000000E-01, 7.936874224E-02, 6.274668839E-03
        18, 0.000000000E+00,-2.625057602E-01, 1.020621960E-01,-3.229749968E-02
        19, 0.000000000E+00,-2.750101485E-01, 1.013577784E-01,-3.181461537E-02
        20, 0.000000000E+00,-2.875142143E-01, 1.001482379E-01,-3.101702525E-02
        21, 0.000000000E+00,-3.000182801E-01, 9.853189027E-02,-2.996502064E-02
        22, 0.000000000E+00,-3.125223460E-01, 9.659904285E-02,-2.870044279E-02
        23, 0.000000000E+00,-3.250264118E-01, 9.443026246E-02,-2.726120857E-02
        24, 0.000000000E+00,-3.375304776E-01, 9.209972604E-02,-2.567867151E-02
        25, 0.000000000E+00,-3.500345434E-01, 8.967290102E-02,-2.398066783E-02
        26, 0.000000000E+00,-3.625386092E-01, 8.720971550E-02,-2.219033116E-02
        27, 0.000000000E+00,-3.750426751E-01, 8.476520135E-02,-2.032734974E-02
        28, 0.000000000E+00,-3.875467409E-01, 8.238990453E-02,-1.840774396E-02
        29, 0.000000000E+00,-4.000508067E-01, 8.013019783E-02,-1.644307161E-02
        30, 0.000000000E+00,-4.125548725E-01, 7.802876351E-02,-1.444386024E-02
        31, 0.000000000E+00,-4.250589383E-01, 7.612462610E-02,-1.241755635E-02
        32, 0.000000000E+00,-4.375630042E-01, 7.445231130E-02,-1.037081140E-02
        33, 0.000000000E+00,-4.500670700E-01, 7.304123998E-02,-8.309076199E-03
        34, 0.000000000E+00,-4.625711358E-01, 7.191675176E-02,-6.236515973E-03
        35, 0.000000000E+00,-4.750692956E-01, 7.109970477E-02,-4.157839646E-03
        36, 0.000000000E+00,-4.875372128E-01, 7.060485661E-02,-2.079619943E-03
        37, 0.000000000E+00, 2.500000000E-01, 1.756122198E-01, 1.769648689E-02
        38, 0.000000000E+00, 4.875368205E-01, 2.058771922E-01, 5.620958949E-04
        39, 0.000000000E+00, 4.750689015E-01, 2.055147489E-01, 1.130795451E-03
        40, 0.000000000E+00, 4.625707410E-01, 2.049179012E-01, 1.714046933E-03
        41, 0.000000000E+00, 4.500666752E-01, 2.040994834E-01, 2.316497735E-03
        42, 0.000000000E+00, 4.375626093E-01, 2.030767244E-01, 2.943841971E-03
        43, 0.000000000E+00, 4.250585435E-01, 2.018688971E-01, 3.601076087E-03
        44, 0.000000000E+00, 4.125544777E-01, 2.004978094E-01, 4.293445605E-03
        45, 0.000000000E+00, 4.000504119E-01, 1.989869788E-01, 5.025198802E-03
        46, 0.000000000E+00, 3.875463461E-01, 1.973604468E-01, 5.801076079E-03
        47, 0.000000000E+00, 3.750422802E-01, 1.956409755E-01, 6.624638296E-03
        48, 0.000000000E+00, 3.625382144E-01, 1.938496950E-01, 7.499207212E-03
        49, 0.000000000E+00, 3.500341486E-01, 1.920051043E-01, 8.428095672E-03
        50, 0.000000000E+00, 3.375300828E-01, 1.901218464E-01, 9.413928912E-03
        51, 0.000000000E+00, 3.250260170E-01, 1.882098011E-01, 1.045770341E-02
        52, 0.000000000E+00, 3.125219511E-01, 1.862729328E-01, 1.156062262E-02
        53, 0.000000000E+00, 3.000178853E-01, 1.843072412E-01, 1.272071094E-02
        54, 0.000000000E+00, 2.875138195E-01, 1.822987026E-01, 1.393143945E-02
        55, 0.000000000E+00, 2.750097537E-01, 1.802190846E-01, 1.518120236E-02
        56, 0.000000000E+00, 2.625053654E-01, 1.780155978E-01, 1.644767910E-02
        57, 2.500000000E-01, 2.500000000E-01, 1.647810932E-01,-6.088550209E-03
        58, 2.313260029E-01, 2.500000000E-01, 1.661359850E-01,-5.508083742E-03
        59, 2.132117728E-01, 2.500000000E-01, 1.675111281E-01,-4.801054336E-03
        60, 1.956321819E-01, 2.500000000E-01, 1.689119708E-01,-3.987428869E-03
        61, 1.784598249E-01, 2.500000000E-01, 1.703705379E-01,-3.004588351E-03
        62, 1.616446336E-01, 2.500000000E-01, 1.718095942E-01,-1.849517933E-03
        63, 1.451800978E-01, 2.500000000E-01, 1.731828856E-01,-5.383677942E-04
        64, 1.290675007E-01, 2.500000000E-01, 1.744839215E-01, 9.467919000E-04
        65, 1.133014757E-01, 2.500000000E-01, 1.756601958E-01, 2.600252617E-03
        66, 9.787581398E-02, 2.500000000E-01, 1.766654476E-01, 4.408409917E-03
        67, 8.280019003E-02, 2.500000000E-01, 1.774451154E-01, 6.342276030E-03
        68, 6.807290444E-02, 2.500000000E-01, 1.779469418E-01, 8.356236004E-03
        69, 5.368590854E-02, 2.500000000E-01, 1.781371870E-01, 1.039906691E-02
        70, 3.963022178E-02, 2.500000000E-01, 1.780016938E-01, 1.243227687E-02
        71, 2.599498602E-02, 2.500000000E-01, 1.775234839E-01, 1.437104874E-02
        72, 1.279468093E-02, 2.500000000E-01, 1.767145045E-01, 1.614016413E-02
        73, 2.500000000E-01,-2.315805792E-01, 7.167456945E-02, 8.698437124E-03
        74, 2.500000000E-01,-2.136919135E-01, 6.502506662E-02, 9.934334048E-03
        75, 2.500000000E-01,-1.963134455E-01, 5.806652409E-02, 1.094351910E-02
        76, 2.500000000E-01,-1.793571937E-01, 5.099125175E-02, 1.169187490E-02
        77, 2.500000000E-01,-1.627492910E-01, 4.398324895E-02, 1.216442091E-02
        78, 2.500000000E-01,-1.464825840E-01, 3.723751008E-02, 1.234777074E-02
        79, 2.500000000E-01,-1.305500623E-01, 3.092500695E-02, 1.225590116E-02
        80, 2.500000000E-01,-1.149448598E-01, 2.518861340E-02, 1.191977496E-02
        81, 2.500000000E-01,-9.966025172E-02, 2.014154577E-02, 1.137271760E-02
        82, 2.500000000E-01,-8.468965130E-02, 1.585839858E-02, 1.064485125E-02
        83, 2.500000000E-01,-7.002660682E-02, 1.240889322E-02, 9.770314874E-03
        84, 2.500000000E-01,-5.566480031E-02, 9.810843896E-03, 8.786934311E-03
        85, 2.500000000E-01,-4.157275986E-02, 8.089815068E-03, 7.693841160E-03
        86, 2.500000000E-01,-2.760736898E-02, 7.262066782E-03, 6.480177769E-03
        87, 2.500000000E-01,-1.375037628E-02, 7.368935653E-03, 5.156531515E-03
        88, 2.500000000E-01,-9.423457548E-07, 8.457094002E-03, 3.730795309E-03
        89, 2.500000000E-01, 1.374847959E-02, 1.058777349E-02, 2.200116311E-03
        90, 2.500000000E-01, 2.760545862E-02, 1.385262934E-02, 5.646644347E-04
        91, 2.500000000E-01, 4.157083809E-02, 1.833362285E-02,-1.151528479E-03
        92, 2.500000000E-01, 5.566286146E-02, 2.410636919E-02,-2.912476334E-03
        93, 2.500000000E-01, 7.002462887E-02, 3.129239227E-02,-4.681572802E-03
        94, 2.500000000E-01, 8.468763489E-02, 3.995428566E-02,-6.387639430E-03
        95, 2.500000000E-01, 9.965819845E-02, 5.008747502E-02,-7.941319145E-03
        96, 2.500000000E-01, 1.149427699E-01, 6.158861797E-02,-9.235765748E-03
        97, 2.500000000E-01, 1.305479350E-01, 7.426694161E-02,-1.018625953E-02
        98, 2.500000000E-01, 1.464804180E-01, 8.784224818E-02,-1.074137661E-02
        99, 2.500000000E-01, 1.627470838E-01, 1.019242589E-01,-1.082693337E-02
       100, 2.500000000E-01, 1.793549411E-01, 1.160503212E-01,-1.044786997E-02
       101, 2.500000000E-01, 1.963111493E-01, 1.297394700E-01,-9.690968194E-03
       102, 2.500000000E-01, 2.136895582E-01, 1.426085321E-01,-8.639826906E-03
       103, 2.500000000E-01, 2.315781583E-01, 1.543671413E-01,-7.399544235E-03
       104, 0.000000000E+00, 2.372859328E-01, 1.728464238E-01, 1.889560904E-02
       105, 0.000000000E+00, 2.249869456E-01, 1.696835873E-01, 1.991559249E-02
       106, 0.000000000E+00, 2.131215116E-01, 1.659671700E-01, 2.067670880E-02
       107, 0.000000000E+00, 2.016743450E-01, 1.615057261E-01, 2.109325770E-02
       108, 0.000000000E+00, 1.906564681E-01, 1.560923339E-01, 2.108294397E-02
       109, 0.000000000E+00, 1.801718239E-01, 1.495872529E-01, 2.058338459E-02
       110, 0.000000000E+00, 1.702079214E-01, 1.418330775E-01, 1.956160219E-02
       111, 0.000000000E+00, 1.607388940E-01, 1.326881504E-01, 1.801544627E-02
       112, 0.000000000E+00, 1.517401576E-01, 1.220435981E-01, 1.597918251E-02
       113, 0.000000000E+00, 1.432074976E-01, 1.098540974E-01, 1.353663528E-02
       114, 0.000000000E+00, 1.351055675E-01, 9.606164309E-02, 1.080621907E-02
       115, 0.000000000E+00, 1.274060339E-01, 8.063380332E-02, 7.951231108E-03
       116, 0.000000000E+00, 1.200909281E-01, 6.355846795E-02, 5.182638229E-03
       117, 0.000000000E+00, 1.143465753E-01, 4.819793298E-02, 3.127701801E-03
       118, 0.000000000E+00,-1.143790511E-01, 2.302033592E-02,-2.336157172E-03
       119, 0.000000000E+00,-1.200879998E-01, 3.094193178E-02,-3.985016287E-03
       120, 0.000000000E+00,-1.274029617E-01, 4.026112387E-02,-6.396797256E-03
       121, 0.000000000E+00,-1.351023351E-01, 4.915225215E-02,-9.149574479E-03
       122, 0.000000000E+00,-1.432040975E-01, 5.756028604E-02,-1.211395108E-02
       123, 0.000000000E+00,-1.517365932E-01, 6.542843996E-02,-1.518075853E-02
       124, 0.000000000E+00,-1.607351441E-01, 7.270057392E-02,-1.824100470E-02
       125, 0.000000000E+00,-1.702039873E-01, 7.929342928E-02,-2.118977810E-02
       126, 0.000000000E+00,-1.801676964E-01, 8.514326373E-02,-2.393474949E-02
       127, 0.000000000E+00,-1.906521314E-01, 9.019036097E-02,-2.639407307E-02
       128, 0.000000000E+00,-2.016698069E-01, 9.438277423E-02,-2.849666959E-02
       129, 0.000000000E+00,-2.131168156E-01, 9.765928441E-02,-3.017137553E-02
       130, 0.000000000E+00,-2.249820850E-01, 1.000292186E-01,-3.138959111E-02
       131, 0.000000000E+00,-2.372808949E-01, 1.015181988E-01,-3.214165898E-02
       132,-2.500000000E-01, 2.500000000E-01, 1.491814760E-01, 7.620454985E-03
       133,-2.500000000E-01,-2.500000000E-01, 6.160901575E-02,-3.443069800E-02
       134,-2.500000000E-01, 2.315593916E-01, 1.440155796E-01, 7.804805289E-03
       135,-2.500000000E-01, 2.136934044E-01, 1.387962453E-01, 7.773034698E-03
       136,-2.500000000E-01, 1.963825252E-01, 1.335289028E-01, 7.494688843E-03
       137,-2.500000000E-01, 1.795195486E-01, 1.282033955E-01, 6.935403886E-03
       138,-2.500000000E-01, 1.630137390E-01, 1.228227347E-01, 6.057610302E-03
       139,-2.500000000E-01, 1.468575304E-01, 1.174284973E-01, 4.830048848E-03
       140,-2.500000000E-01, 1.310366331E-01, 1.120756226E-01, 3.225327859E-03
       141,-2.500000000E-01, 1.155385308E-01, 1.068278401E-01, 1.235336080E-03
       142,-2.500000000E-01, 1.003566379E-01, 1.017550203E-01,-1.135930310E-03
       143,-2.500000000E-01, 8.548450331E-02, 9.694442958E-02,-3.876970001E-03
       144,-2.500000000E-01, 7.091580697E-02, 9.247332446E-02,-6.940187505E-03
       145,-2.500000000E-01, 5.664435744E-02, 8.840730391E-02,-1.026164157E-02
       146,-2.500000000E-01, 4.265143658E-02, 8.479972480E-02,-1.376772779E-02
       147,-2.500000000E-01, 2.883500986E-02, 8.166549119E-02,-1.739409878E-02
       148,-2.500000000E-01, 1.517680578E-02, 7.902431107E-02,-2.105139013E-02
       149,-2.500000000E-01, 1.675012346E-03, 7.687673332E-02,-2.464288740E-02
       150,-2.500000000E-01,-1.178900077E-02, 7.518612910E-02,-2.810458473E-02
       151,-2.500000000E-01,-2.540796414E-02, 7.390996123E-02,-3.138966082E-02
       152,-2.500000000E-01,-3.918469554E-02, 7.301415655E-02,-3.440700468E-02
       153,-2.500000000E-01,-5.312690310E-02, 7.243802958E-02,-3.707657768E-02
       154,-2.500000000E-01,-6.732509637E-02, 7.210368368E-02,-3.934791058E-02
       155,-2.500000000E-01,-8.181901163E-02, 7.192960347E-02,-4.117360225E-02
       156,-2.500000000E-01,-9.661480787E-02, 7.182796583E-02,-4.251668569E-02
       157,-2.500000000E-01,-1.118053205E-01, 7.170888793E-02,-4.336436140E-02
       158,-2.500000000E-01,-1.275451765E-01, 7.148422275E-02,-4.371375870E-02
       159,-2.500000000E-01,-1.438547331E-01, 7.106736503E-02,-4.356419685E-02
       160,-2.500000000E-01,-1.606775062E-01, 7.038230054E-02,-4.293287653E-02
       161,-2.500000000E-01,-1.778587939E-01, 6.937757358E-02,-4.187209730E-02
       162,-2.500000000E-01,-1.953979329E-01, 6.800951629E-02,-4.043544602E-02
       163,-2.500000000E-01,-2.132784453E-01, 6.625605517E-02,-3.867742826E-02
       164,-2.500000000E-01,-2.314730966E-01, 6.411980100E-02,-3.665842376E-02
       165,-2.311829020E-01,-2.500000000E-01, 6.412635658E-02,-3.745407814E-02
       166,-2.129594102E-01,-2.500000000E-01, 6.691493560E-02,-4.034511386E-02
       167,-1.953160081E-01,-2.500000000E-01, 6.995213611E-02,-4.302659677E-02
       168,-1.781629448E-01,-2.500000000E-01, 7.321679349E-02,-4.542256388E-02
       169,-1.613686675E-01,-2.500000000E-01, 7.668000802E-02,-4.745060176E-02
       170,-1.449244336E-01,-2.500000000E-01, 8.027407334E-02,-4.900407756E-02
       171,-1.288300233E-01,-2.500000000E-01, 8.390435565E-02,-4.998185803E-02
       172,-1.130873200E-01,-2.500000000E-01, 8.745688566E-02,-5.030706349E-02
       173,-9.768863776E-02,-2.500000000E-01, 9.081233699E-02,-4.993876800E-02
       174,-8.263251274E-02,-2.500000000E-01, 9.385856622E-02,-4.887675393E-02
       175,-6.792357151E-02,-2.500000000E-01, 9.649859521E-02,-4.716313841E-02
       176,-5.355429649E-02,-2.500000000E-01, 9.866467264E-02,-4.488078082E-02
       177,-3.952591959E-02,-2.500000000E-01, 1.003081218E-01,-4.213234855E-02
       178,-2.596501026E-02,-2.500000000E-01, 1.014141076E-01,-3.905911564E-02
       179,-1.286006011E-02,-2.500000000E-01, 1.020134911E-01,-3.579281814E-02
       180,-1.285629361E-02, 2.500000000E-01, 1.742098759E-01, 1.905274385E-02
       181,-2.596116718E-02, 2.500000000E-01, 1.725137195E-01, 2.017349218E-02
       182,-3.952194665E-02, 2.500000000E-01, 1.705314191E-01, 2.101395174E-02
       183,-5.355022091E-02, 2.500000000E-01, 1.683152196E-01, 2.152110508E-02
       184,-6.791940732E-02, 2.500000000E-01, 1.659571426E-01, 2.165616940E-02
       185,-8.262825855E-02, 2.500000000E-01, 1.635417935E-01, 2.141126361E-02
       186,-9.768429413E-02, 2.500000000E-01, 1.611564362E-01, 2.080033334E-02
       187,-1.130828889E-01, 2.500000000E-01, 1.588832104E-01, 1.985854108E-02
       188,-1.288255030E-01, 2.500000000E-01, 1.567920320E-01, 1.863942224E-02
       189,-1.449198218E-01, 2.500000000E-01, 1.549338465E-01, 1.720933846E-02
       190,-1.613639656E-01, 2.500000000E-01, 1.533389748E-01, 1.563864982E-02
       191,-1.781581491E-01, 2.500000000E-01, 1.520178998E-01, 1.399494064E-02
       192,-1.953110980E-01, 2.500000000E-01, 1.509660674E-01, 1.233525690E-02
       193,-2.129543449E-01, 2.500000000E-01, 1.501598412E-01, 1.069525382E-02
       194,-2.311776814E-01, 2.500000000E-01, 1.495687348E-01, 9.112132491E-03
       195, 0.000000000E+00, 1.086022225E-01, 3.079606041E-02, 1.331209542E-03
       196, 0.000000000E+00,-1.086701024E-01, 1.444232455E-02,-9.638006954E-04
       197, 0.000000000E+00,-1.068426993E-01, 1.155741200E-02,-6.169895637E-04
       198, 0.000000000E+00,-1.050635190E-01, 8.696359488E-03,-3.605380748E-04
       199, 0.000000000E+00,-1.033310008E-01, 5.846366336E-03,-1.778943340E-04
       200, 0.000000000E+00,-1.016436429E-01, 3.008302216E-03,-6.050455012E-05
       201, 0.000000000E+00, 1.016311461E-01, 6.632960456E-03, 8.801341502E-05
       202, 0.000000000E+00, 1.033054997E-01, 1.278078624E-02, 2.563305913E-04
       203, 0.000000000E+00, 1.050244729E-01, 1.885361472E-02, 5.133377556E-04
       204, 0.000000000E+00, 1.067895369E-01, 2.485224912E-02, 8.671047515E-04
       205,-3.772606044E-01,-3.607005559E-01, 3.027105830E-02,-1.062829586E-02
       206,-3.451726084E-01,-3.345476158E-01, 3.738577496E-02,-1.476128143E-02
       207,-4.263684889E-01, 1.807077034E-01, 1.353918829E-01,-1.681864611E-04
       208,-4.274631036E-01, 4.196952247E-01, 1.845962035E-01,-2.731867876E-04
       209,-8.384450848E-02,-3.091488495E-01, 8.347013664E-02,-3.697637146E-02
       210,-3.409978703E-01, 3.394915291E-01, 1.691806916E-01, 2.089734644E-03
       211,-4.125238357E-01,-3.894702418E-01, 2.305170278E-02,-7.093765010E-03
       212,-4.177122349E-01, 1.096379896E-01, 1.203008318E-01,-2.401177664E-03
       213,-4.037893936E-01, 4.066083647E-01, 1.822641739E-01, 3.711292608E-05
       214,-4.261367929E-01, 1.071520503E-01, 1.201080130E-01,-2.273621103E-03
       215,-1.148666132E-01, 3.547199858E-01, 1.831359814E-01, 8.561672999E-03
       216,-3.560282209E-01,-3.415838880E-01, 3.527173987E-02,-1.337779276E-02
       217,-3.828605228E-01, 1.509417455E-02, 9.897528497E-02,-9.651455206E-03
       218,-3.641842258E-01,-3.711875607E-01, 2.901313398E-02,-1.088847504E-02
       219,-8.154710236E-02, 3.196085920E-01, 1.791568599E-01, 1.230366904E-02
       220,-3.769264802E-01, 3.431529564E-01, 1.694308992E-01, 1.305530517E-03
       221,-3.627833652E-01,-3.578783294E-01, 3.166390232E-02,-1.182601681E-02
       222,-3.785037863E-01, 3.126617219E-01, 1.629329598E-01, 1.586702852E-03
       223,-3.769087630E-01, 3.295625288E-01, 1.665470313E-01, 1.465381217E-03
       224,-3.515315201E-01,-3.544472179E-01, 3.307052572E-02,-1.286972294E-02
       225,-3.825250652E-01, 3.542631105E-01, 1.716969731E-01, 1.063939858E-03
       226,-3.591153241E-01, 3.341976408E-01, 1.677568153E-01, 1.760179772E-03
       227,-3.937156508E-01, 1.144805523E-01, 1.202186553E-01,-2.663106394E-03
       228,-3.576306112E-01,-3.234613808E-01, 3.875179742E-02,-1.435139002E-02
       229,-3.822555251E-01,-3.351591859E-01, 3.509592925E-02,-1.150424631E-02
       230,-3.752416591E-01,-3.159774992E-01, 3.928527905E-02,-1.305799491E-02
       231,-3.704009910E-01,-3.062739859E-01, 4.146179023E-02,-1.402592276E-02
       232,-3.810223759E-01,-2.899152897E-01, 4.417946212E-02,-1.363087372E-02
       233,-3.853940918E-01,-3.466452721E-01, 3.264853982E-02,-1.070688219E-02
       234,-3.762538527E-01,-3.493302358E-01, 3.256283113E-02,-1.130450620E-02
       235,-3.844894726E-01,-7.949971838E-03, 9.470504671E-02,-1.113820002E-02
       236,-3.784246491E-01, 7.378994513E-04, 9.590963023E-02,-1.111796590E-02
       237,-3.945578511E-01, 1.016564771E-01, 1.175171329E-01,-3.328480457E-03
       238,-3.590621543E-01, 3.498910499E-01, 1.711239983E-01, 1.531864864E-03
       239,-3.970730631E-01, 3.667592372E-01, 1.741102763E-01, 6.905094115E-04
       240,-3.924429919E-01, 3.812144553E-01, 1.771837987E-01, 5.254485552E-04
       241,-3.604639281E-01, 3.174855268E-01, 1.641297956E-01, 1.937715509E-03
       242,-3.758700219E-01,-2.766249878E-01, 4.700191315E-02,-1.480501160E-02
       243,-3.761547626E-01, 2.965549269E-01, 1.595030658E-01, 1.728900938E-03
       244,-4.059985453E-01, 1.152199218E-01, 1.209635304E-01,-2.411831349E-03
       245,-3.652480949E-01,-2.958877129E-01, 4.376950076E-02,-1.512218900E-02
       246,-3.693097043E-01, 9.085836811E-03, 9.677068989E-02,-1.130101435E-02
       247,-3.987678659E-01, 1.289833753E-01, 1.235707486E-01,-1.902900176E-03
       248,-3.381998505E-01,-3.661973087E-01, 3.184030087E-02,-1.291902809E-02
       249,-3.651829627E-01,-3.477024608E-01, 3.350435375E-02,-1.226415732E-02
       250,-3.979375031E-01,-3.505621535E-01, 3.132972208E-02,-9.532629285E-03
       251,-3.943869027E-01,-3.326095935E-01, 3.509367955E-02,-1.053187466E-02
       252,-3.915773494E-01,-3.122069977E-01, 3.932192693E-02,-1.159063820E-02
       253,-3.982689251E-01,-2.914012854E-01, 4.321820643E-02,-1.163623046E-02
       254,-3.909058114E-01,-2.729072863E-01, 4.713479286E-02,-1.313149293E-02
       255,-3.903261299E-01,-2.603386404E-01, 4.959698315E-02,-1.363536295E-02
       256,-3.965764442E-01,-1.323960628E-01, 7.294955093E-02,-1.462097116E-02
       257,-3.975872273E-01,-9.180499245E-02, 8.018045316E-02,-1.366154475E-02
       258,-3.934302259E-01,-8.482824270E-02, 8.128522390E-02,-1.402684626E-02
       259,-3.913697641E-01,-7.468928985E-02, 8.299674941E-02,-1.393813715E-02
       260,-3.888743849E-01,-5.157376495E-02, 8.698049046E-02,-1.323095814E-02
       261,-3.894873710E-01,-4.014772145E-02, 8.906741409E-02,-1.255426350E-02
       262,-3.910658195E-01,-2.913232065E-02, 9.116854253E-02,-1.175194937E-02
       263,-3.900184029E-01, 3.813601193E-03, 9.729814359E-02,-9.802385330E-03
       264,-3.948612386E-01,-7.665572591E-03, 9.541354971E-02,-1.007070173E-02
       265,-3.930417110E-01, 2.895255279E-02, 1.023963200E-01,-7.889783055E-03
       266,-3.916679984E-01, 4.189688591E-02, 1.048974157E-01,-7.132935551E-03
       267,-3.915349601E-01, 5.583215290E-02, 1.077309669E-01,-6.218448044E-03
       268,-3.936907650E-01, 7.158082765E-02, 1.111279552E-01,-5.116661804E-03
       269,-3.935558047E-01, 8.783686822E-02, 1.145255699E-01,-4.147859540E-03
       270,-3.857400712E-01, 1.695939781E-01, 1.318917981E-01,-2.683559669E-04
       271,-3.965361677E-01, 1.414759269E-01, 1.261669759E-01,-1.384561100E-03
       272,-3.970595689E-01, 1.542039929E-01, 1.289408164E-01,-8.853600191E-04
       273,-3.905820026E-01, 1.795679375E-01, 1.342437204E-01, 1.038651554E-05
       274,-3.955599356E-01, 2.092922862E-01, 1.408142287E-01, 6.804327434E-04
       275,-3.955806431E-01, 2.233473494E-01, 1.438433548E-01, 9.198154465E-04
       276,-3.986723697E-01, 2.392366877E-01, 1.472802772E-01, 1.065841165E-03
       277,-3.906447633E-01, 2.911536356E-01, 1.583038189E-01, 1.440964889E-03
       278,-3.954496183E-01, 3.001453420E-01, 1.601887001E-01, 1.323956939E-03
       279,-3.997909998E-01, 3.073696638E-01, 1.616811903E-01, 1.215828213E-03
       280,-3.943630780E-01, 3.171714801E-01, 1.637676790E-01, 1.258506242E-03
       281,-3.915874725E-01, 3.287363301E-01, 1.662248138E-01, 1.216256328E-03
       282,-3.943974096E-01, 3.533269037E-01, 1.713447683E-01, 9.051522722E-04
       283,-3.712739034E-01, 3.726500932E-01, 1.757405399E-01, 9.441233045E-04
       284,-3.490147491E-01, 3.675583098E-01, 1.750717779E-01, 1.411201063E-03
       285,-3.213105230E-01, 3.600135489E-01, 1.740316077E-01, 2.151610426E-03
       286,-3.504266813E-01,-3.138327204E-01, 4.110759078E-02,-1.564535455E-02
       287,-3.231078609E-01, 3.422317616E-01, 1.701139149E-01, 2.494617705E-03
       288,-3.933372253E-01,-2.450348467E-01, 5.243896704E-02,-1.372539774E-02
       289,-3.899620915E-01, 2.642770840E-01, 1.525708663E-01, 1.427672016E-03
       290,-3.812243078E-01, 1.163905649E-01, 1.199485128E-01,-2.737554560E-03
       291,-3.790623071E-01, 1.015115081E-01, 1.165657995E-01,-3.673420180E-03
       292,-3.804941777E-01,-1.630456776E-02, 9.286811705E-02,-1.212407863E-02
       293,-3.777886056E-01, 2.731829245E-02, 1.009818863E-01,-9.130178330E-03
       294,-3.259677738E-01,-3.452922160E-01, 3.682514671E-02,-1.551991318E-02
       295,-3.420123997E-01, 3.215102693E-01, 1.652313249E-01, 2.345891656E-03
       296,-4.018459457E-01, 4.792371128E-03, 9.820814250E-02,-8.657367365E-03
       297,-3.994052993E-01, 1.661931666E-01, 1.316143290E-01,-4.774368892E-04
       298,-4.071331463E-01, 1.951962774E-01, 1.380277858E-01, 2.491566996E-04
       299,-3.754755872E-01,-2.620876758E-01, 4.981510480E-02,-1.545966928E-02
       300,-2.722075326E-01, 3.808622381E-01, 1.798699645E-01, 2.798940253E-03
       301,-2.837063412E-01,-3.815299714E-01, 3.454396533E-02,-1.472932067E-02
       302,-4.111670613E-01, 1.032234687E-01, 1.186775206E-01,-2.834318311E-03
       303,-3.599275760E-01,-2.807602905E-01, 4.697587190E-02,-1.652730159E-02
       304,-3.590797103E-01, 3.006505843E-01, 1.604811903E-01, 2.115810175E-03
       305,-3.629284599E-01, 2.245235412E-02, 9.880116280E-02,-1.066640839E-02
       306,-3.064676301E-01,-3.657566377E-01, 3.483894593E-02,-1.505525069E-02
       307,-3.457079496E-01,-3.013003409E-01, 4.385711810E-02,-1.694974313E-02
       308,-3.050614793E-01, 3.422324150E-01, 1.705133177E-01, 3.002497119E-03
       309,-3.906847376E-01,-2.293553478E-01, 5.547567702E-02,-1.452965655E-02
       310,-3.906684560E-01, 2.496752687E-01, 1.494393169E-01, 1.320172483E-03
       311,-3.858017816E-01, 2.298086982E-01, 1.450927307E-01, 1.192585629E-03
       312,-3.904484695E-01,-1.756255203E-01, 6.528559527E-02,-1.556351654E-02
       313,-3.917517731E-01,-1.938290433E-01, 6.199665513E-02,-1.513859853E-02
       314,-3.877482437E-01,-1.589849506E-01, 6.823646502E-02,-1.607435014E-02
       315,-3.850700298E-01, 2.112946361E-01, 1.410410547E-01, 8.905204799E-04
       316,-3.795004346E-01,-1.112212427E-01, 7.631586770E-02,-1.685720189E-02
       317,-3.809925460E-01,-1.269746892E-01, 7.368729386E-02,-1.692687249E-02
       318,-3.831215279E-01, 1.570192182E-01, 1.290112700E-01,-7.282067680E-04
       319,-3.825742858E-01, 1.432588136E-01, 1.259400382E-01,-1.328366602E-03
       320,-3.821326658E-01, 1.299718942E-01, 1.229836097E-01,-1.983567824E-03
       321,-3.775626021E-01,-7.862324337E-02, 8.174104124E-02,-1.605597074E-02
       322,-3.804074376E-01,-9.422902112E-02, 7.921224434E-02,-1.622825368E-02
       323,-3.743706800E-01,-5.167349327E-02, 8.616645677E-02,-1.513012310E-02
       324,-3.755307701E-01,-6.486684732E-02, 8.397424752E-02,-1.570043324E-02
