nodenumber,    x-coordinate,    y-coordinate,      x-velocity,      y-velocity
      1372,-4.429453587E-01, 4.758926711E-01, 1.949192644E-01,-5.894350591E-04
      1373,-4.309548233E-01, 4.747742018E-01, 1.946019251E-01,-5.467377754E-04
      1374,-4.188985829E-01, 4.740130672E-01, 1.943529094E-01,-4.913695934E-04
      1375,-4.064791183E-01, 4.735794910E-01, 1.941650068E-01,-4.250518135E-04
      1376,-3.938393554E-01, 4.733124595E-01, 1.940188662E-01,-3.527059668E-04
      1377,-3.812753511E-01, 4.731602597E-01, 1.939120928E-01,-2.778550789E-04
      1378,-3.685569967E-01, 4.729139271E-01, 1.938231098E-01,-2.004657565E-04
      1379,-3.558690344E-01, 4.727780349E-01, 1.937755221E-01,-1.208838170E-04
      1380,-3.431671863E-01, 4.726729502E-01, 1.937626730E-01,-4.047080965E-05
      1381,-3.304798404E-01, 4.726308583E-01, 1.937891533E-01, 3.827011851E-05
      1382,-3.177796690E-01, 4.726269064E-01, 1.938532905E-01, 1.169992306E-04
      1383,-2.924373753E-01, 4.726839510E-01, 1.940934347E-01, 2.801527646E-04
      1384,-2.670477071E-01, 4.727317010E-01, 1.944797114E-01, 4.498543679E-04
      1385,-2.542940149E-01, 4.727398713E-01, 1.947280462E-01, 5.343379753E-04
      1386,-2.415708218E-01, 4.726508861E-01, 1.950063623E-01, 6.195621532E-04
      1387,-2.162240945E-01, 4.726548641E-01, 1.956852821E-01, 7.828640032E-04
      1388,-2.035377944E-01, 4.727747504E-01, 1.960898651E-01, 8.586294676E-04
      1389,-1.907979778E-01, 4.728322830E-01, 1.965286697E-01, 9.323323822E-04
      1390,-1.653109465E-01, 4.730558974E-01, 1.975085614E-01, 1.061671744E-03
      1391,-1.398506896E-01, 4.732160770E-01, 1.986030182E-01, 1.171234183E-03
      1392,-1.271811063E-01, 4.730381884E-01, 1.991707442E-01, 1.226516088E-03
      1393,-1.144824602E-01, 4.729623247E-01, 1.997658184E-01, 1.269937546E-03
      1394,-8.915610665E-02, 4.729857709E-01, 2.010088649E-01, 1.323564164E-03
      1395,-7.651854833E-02, 4.732174015E-01, 2.016557811E-01, 1.326563996E-03
      1396,-6.385621048E-02, 4.735896408E-01, 2.023148874E-01, 1.314353678E-03
      1397,-3.838589685E-02, 4.745285330E-01, 2.036430837E-01, 1.250035820E-03
      1398,-2.567570756E-02, 4.376585033E-01, 2.017225583E-01, 3.123888571E-03
      1399,-2.600779407E-02, 4.128102319E-01, 1.989927557E-01, 4.559215089E-03
      1400,-2.644398655E-02, 4.003237846E-01, 1.973658690E-01, 5.347056822E-03
      1401,-2.674946200E-02, 3.879626682E-01, 1.956360441E-01, 6.176949281E-03
      1402,-2.680571459E-02, 3.755721768E-01, 1.938175286E-01, 7.061040771E-03
      1403,-2.652139490E-02, 3.631398673E-01, 1.919390473E-01, 8.002254957E-03
      1404,-2.637116304E-02, 3.506623499E-01, 1.899815409E-01, 9.012031077E-03
      1405,-2.618241519E-02, 3.381355028E-01, 1.879731736E-01, 1.009685538E-02
      1406,-2.634457321E-02, 3.132652977E-01, 1.838319975E-01, 1.249559335E-02
      1407,-2.697719364E-01,-2.699465181E-01, 5.617784956E-02,-2.909862231E-02
      1408,-2.692552855E-01, 2.699545822E-01, 1.541538463E-01, 6.032143676E-03
      1409,-2.706094275E-02, 2.755464770E-01, 1.772112033E-01, 1.684236149E-02
      1410,-2.690237252E-02,-2.753713953E-01, 9.911573886E-02,-3.701935820E-02
      1411,-2.556807648E-02,-4.747150465E-01, 6.673851716E-02,-4.443033858E-03
      1412,-4.780424154E-01,-4.793102035E-01, 4.682304794E-03,-1.574778867E-03
      1413,-4.778916543E-01, 4.789784419E-01, 1.958206122E-01,-5.857529803E-04
      1414,-2.690905861E-01,-2.511163903E-01, 5.923546527E-02,-3.127027808E-02
      1415,-2.688593502E-01,-2.325527477E-01, 6.194774020E-02,-3.322132901E-02
      1416,-2.686798887E-01,-2.142733860E-01, 6.433618452E-02,-3.496616468E-02
      1417,-2.686433331E-01, 2.514175011E-01, 1.493487757E-01, 6.291510799E-03
      1418,-2.682542648E-01,-1.790003639E-01, 6.810513031E-02,-3.766627324E-02
      1419,-2.683689626E-01, 2.331760418E-01, 1.444435460E-01, 6.362502970E-03
      1420,-2.678992949E-01,-1.619230927E-01, 6.952755662E-02,-3.857014783E-02
      1421,-2.681450838E-01, 2.153719517E-01, 1.394851616E-01, 6.233329807E-03
      1422,-2.674944676E-01,-1.452375569E-01, 7.067323782E-02,-3.911736397E-02
      1423,-2.678679148E-01, 1.979870170E-01, 1.344763192E-01, 5.882896740E-03
      1424,-2.671575424E-01,-1.291693365E-01, 7.157606309E-02,-3.924746139E-02
      1425,-2.675911918E-01, 1.810309937E-01, 1.294370877E-01, 5.281063647E-03
      1426,-2.673028457E-01, 1.644796418E-01, 1.243872297E-01, 4.404233353E-03
      1427,-2.668035298E-01,-1.133552477E-01, 7.231681872E-02,-3.896261303E-02
      1428,-2.670166407E-01, 1.482654513E-01, 1.193437882E-01, 3.227036248E-03
      1429,-2.664946061E-01,-9.796705397E-02, 7.295363310E-02,-3.823963783E-02
      1430,-2.667492837E-01, 1.324148207E-01, 1.143644085E-01, 1.735650586E-03
      1431,-2.662084251E-01,-8.295411745E-02, 7.356190301E-02,-3.708761168E-02
      1432,-2.664302090E-01, 1.168448839E-01, 1.094702943E-01,-7.733720496E-05
      1433,-2.659334203E-01,-6.826442426E-02, 7.421506972E-02,-3.552301455E-02
      1434,-2.661893599E-01, 1.016573034E-01, 1.047686763E-01,-2.201295711E-03
      1435,-2.657071417E-01,-5.383331915E-02, 7.499289719E-02,-3.356199992E-02
      1436,-2.659263411E-01, 8.677118633E-02, 1.002843649E-01,-4.618689327E-03
      1437,-2.655356106E-01,-3.965993327E-02, 7.596636235E-02,-3.124931165E-02
      1438,-2.652039065E-01,-2.568889641E-02, 7.715758275E-02,-2.867422920E-02
      1439,-2.656270144E-01, 7.216282782E-02, 9.606699489E-02,-7.297481191E-03
      1440,-2.653420346E-01, 5.777712995E-02, 9.216721997E-02,-1.020412275E-02
      1441,-2.647081315E-01, 2.954352297E-02, 8.545570083E-02,-1.647700628E-02
      1442,-2.646299167E-01, 1.568037616E-02, 8.276151158E-02,-1.968271434E-02
      1443,-2.646572396E-01, 1.885266387E-03, 8.049012235E-02,-2.284068295E-02
      1444,-2.649862028E-01,-1.190568595E-02, 7.866196984E-02,-2.584838258E-02
      1445,-2.506563781E-01, 2.692624393E-01, 1.543372527E-01, 7.200477601E-03
      1446,-2.322720553E-01, 2.689334054E-01, 1.547632354E-01, 8.470515234E-03
      1447,-2.143325504E-01, 2.686662863E-01, 1.553755025E-01, 9.809402132E-03
      1448,-1.965949907E-01, 2.683500084E-01, 1.561715846E-01, 1.121228411E-02
      1449,-1.794782357E-01, 2.680453527E-01, 1.571629485E-01, 1.261015269E-02
      1450,-1.626501440E-01, 2.676887340E-01, 1.583598503E-01, 1.399579238E-02
      1451,-1.462030553E-01, 2.673017979E-01, 1.597650871E-01, 1.531610081E-02
      1452,-1.302067305E-01, 2.668348744E-01, 1.613467455E-01, 1.652449862E-02
      1453,-1.145297191E-01, 2.662505889E-01, 1.630879357E-01, 1.758836455E-02
      1454,-9.921002089E-02, 2.655565315E-01, 1.649530240E-01, 1.845732144E-02
      1455,-8.411282856E-02, 2.648035564E-01, 1.669282325E-01, 1.908823773E-02
      1456,-6.932262668E-02, 2.641025344E-01, 1.689700798E-01, 1.942668407E-02
      1457,-5.478575145E-02, 2.635231135E-01, 1.710332306E-01, 1.944039195E-02
      1458,-4.061391402E-02, 2.631284947E-01, 1.730388492E-01, 1.911631543E-02
      1459,-2.510550138E-01,-2.691663454E-01, 5.856582332E-02,-3.184338624E-02
      1460,-2.325349430E-01,-2.687604282E-01, 6.118013350E-02,-3.453502697E-02
      1461,-2.145669663E-01,-2.684794938E-01, 6.401218040E-02,-3.709549965E-02
      1462,-1.968152999E-01,-2.681671431E-01, 6.712238464E-02,-3.952983649E-02
      1463,-1.795143821E-01,-2.678346162E-01, 7.044517272E-02,-4.173042825E-02
      1464,-1.628628864E-01,-2.675059998E-01, 7.388671295E-02,-4.359336555E-02
      1465,-1.463772812E-01,-2.671213699E-01, 7.749446099E-02,-4.510193247E-02
      1466,-1.303195577E-01,-2.666769532E-01, 8.113808014E-02,-4.615215062E-02
      1467,-1.145671926E-01,-2.661548878E-01, 8.475637760E-02,-4.668999675E-02
      1468,-9.919920151E-02,-2.655435226E-01, 8.823541565E-02,-4.667096588E-02
      1469,-8.409912846E-02,-2.648160179E-01, 9.150418595E-02,-4.607719522E-02
      1470,-6.931965843E-02,-2.640712652E-01, 9.444134670E-02,-4.489717108E-02
      1471,-5.478731748E-02,-2.634461163E-01, 9.695917779E-02,-4.314316071E-02
      1472,-2.678056131E-02, 2.628572370E-01, 1.749087476E-01, 1.848214462E-02
      1473,-4.062354867E-02,-2.630266296E-01, 9.897428567E-02,-4.089733926E-02
      1474,-2.675983049E-02,-2.627681330E-01, 1.004839660E-01,-3.826200479E-02
      1475,-1.314647466E-02,-2.625947978E-01, 1.015053608E-01,-3.534097587E-02
      1476,-1.331767213E-02,-2.751333590E-01, 1.004507666E-01,-3.450946106E-02
      1477,-1.328029163E-02,-2.876147887E-01, 9.896577973E-02,-3.337048180E-02
      1478,-1.319747519E-02,-3.000751986E-01, 9.713530901E-02,-3.200821185E-02
      1479,-1.312794225E-02,-3.125318488E-01, 9.503274214E-02,-3.047279996E-02
      1480,-1.311363416E-02,-3.249761873E-01, 9.272797782E-02,-2.880382414E-02
      1481,-1.313650664E-02,-3.374065103E-01, 9.028983511E-02,-2.702603491E-02
      1482,-1.303973443E-02,-3.498490455E-01, 8.779616152E-02,-2.514668997E-02
      1483,-1.318866814E-02,-3.623304777E-01, 8.524020346E-02,-2.321101129E-02
      1484,-1.305139695E-02,-3.748356948E-01, 8.275906515E-02,-2.119708927E-02
      1485,-1.305689056E-02,-3.873143536E-01, 8.034145781E-02,-1.915724513E-02
      1486,-1.307210195E-02,-3.997916631E-01, 7.804693801E-02,-1.708670591E-02
      1487,-1.299792183E-02,-4.123287113E-01, 7.592274158E-02,-1.497970612E-02
      1488,-1.293790266E-02,-4.248203403E-01, 7.400738878E-02,-1.286496526E-02
      1489,-1.279670176E-02,-4.373777021E-01, 7.233357000E-02,-1.072608619E-02
      1490,-1.278488855E-02,-4.499085784E-01, 7.090754683E-02,-8.587338710E-03
      1491,-1.280398296E-02,-4.623939281E-01, 6.977063928E-02,-6.451107082E-03
      1492,-1.268545859E-02,-4.749436620E-01, 6.896218548E-02,-4.298929051E-03
      1493,-1.277630710E-02,-4.874183764E-01, 6.844620041E-02,-2.159575071E-03
      1494,-2.541979839E-02,-4.874001955E-01, 6.625199810E-02,-2.213450939E-03
      1495,-3.816720673E-02,-4.872678763E-01, 6.399564112E-02,-2.279038554E-03
      1496,-5.082205668E-02,-4.872223365E-01, 6.171616945E-02,-2.319850236E-03
      1497,-6.352597022E-02,-4.870810206E-01, 5.940252235E-02,-2.368719800E-03
      1498,-7.625072312E-02,-4.868904587E-01, 5.706827753E-02,-2.417362347E-03
      1499,-8.890119659E-02,-4.867458125E-01, 5.473772462E-02,-2.447756354E-03
      1500,-1.015801575E-01,-4.865604199E-01, 5.240382083E-02,-2.476058182E-03
      1501,-1.142335908E-01,-4.864925928E-01, 5.008095701E-02,-2.473552946E-03
      1502,-1.268961009E-01,-4.865576256E-01, 4.777077415E-02,-2.437696134E-03
      1503,-1.395930986E-01,-4.865379876E-01, 4.548317923E-02,-2.408856157E-03
      1504,-1.522978348E-01,-4.865073501E-01, 4.322863738E-02,-2.374556518E-03
      1505,-1.649885860E-01,-4.864942740E-01, 4.101662722E-02,-2.330569769E-03
      1506,-1.776934628E-01,-4.865011203E-01, 3.884819231E-02,-2.277170358E-03
      1507,-1.904010883E-01,-4.863453553E-01, 3.673492075E-02,-2.245942327E-03
      1508,-2.031021257E-01,-4.863229380E-01, 3.467490381E-02,-2.188049397E-03
      1509,-2.158017369E-01,-4.863054114E-01, 3.267315207E-02,-2.126098686E-03
      1510,-2.284687683E-01,-4.863021112E-01, 3.073775166E-02,-2.060276759E-03
      1511,-2.411117226E-01,-4.863789458E-01, 2.886597248E-02,-1.981774840E-03
      1512,-2.537793297E-01,-4.865042330E-01, 2.705086872E-02,-1.896407998E-03
      1513,-2.664735823E-01,-4.866062243E-01, 2.529681144E-02,-1.814389134E-03
      1514,-2.792072891E-01,-4.866424232E-01, 2.360444957E-02,-1.741448186E-03
      1515,-2.919359589E-01,-4.865751237E-01, 2.198068013E-02,-1.683125935E-03
      1516,-3.046506304E-01,-4.865628153E-01, 2.042050271E-02,-1.620064683E-03
      1517,-3.173012257E-01,-4.863778718E-01, 1.893263704E-02,-1.580380843E-03
      1518,-3.300021610E-01,-4.863607284E-01, 1.749103903E-02,-1.523045572E-03
      1519,-3.427199534E-01,-4.863727990E-01, 1.610095722E-02,-1.465310317E-03
      1520,-3.554407678E-01,-4.864113979E-01, 1.476093509E-02,-1.409054470E-03
      1521,-3.681621440E-01,-4.864817082E-01, 1.346705707E-02,-1.355148331E-03
      1522,-3.809130995E-01,-4.866867746E-01, 1.220800124E-02,-1.294091359E-03
      1523,-3.934772520E-01,-4.867567033E-01, 1.100798558E-02,-1.253749371E-03
      1524,-4.060771986E-01,-4.870169581E-01, 9.827091888E-03,-1.203591878E-03
      1525,-4.186133018E-01,-4.873984802E-01, 8.668898644E-03,-1.151352494E-03
      1526,-4.310677962E-01,-4.878828818E-01, 7.527309670E-03,-1.098763026E-03
      1527,-4.433518197E-01,-4.883927693E-01, 6.407635674E-03,-1.051410305E-03
      1528,-4.553814124E-01,-4.888673386E-01, 5.315556457E-03,-1.012318172E-03
      1529,-4.670533080E-01,-4.892749274E-01, 4.270617812E-03,-9.797245835E-04
      1530,-4.783286655E-01,-4.895737996E-01, 3.316747070E-03,-9.214438108E-04
      1531,-4.892629463E-01,-4.897706963E-01, 2.622894954E-03,-6.993424247E-04
      1532,-4.892235502E-01,-4.796969783E-01, 4.226817882E-03,-1.109037440E-03
      1533,-4.891362200E-01,-4.696515992E-01, 6.105614554E-03,-1.253723435E-03
      1534,-4.892958085E-01,-4.596543084E-01, 8.058092678E-03,-1.285010533E-03
      1535,-4.895233010E-01,-4.496616548E-01, 1.004090469E-02,-1.258699759E-03
      1536,-4.896685055E-01,-4.396703089E-01, 1.203616183E-02,-1.221704492E-03
      1537,-4.897110380E-01,-4.198769865E-01, 1.600014057E-02,-1.156503947E-03
      1538,-4.895859793E-01,-4.099416523E-01, 1.799111966E-02,-1.142452480E-03
      1539,-4.895334756E-01,-4.000067946E-01, 1.998214157E-02,-1.126074819E-03
      1540,-4.894568075E-01,-3.900347543E-01, 2.198086710E-02,-1.117486249E-03
      1541,-4.894710977E-01,-3.800521484E-01, 2.398212552E-02,-1.105575394E-03
      1542,-4.893360677E-01,-3.700561861E-01, 2.598586125E-02,-1.114641548E-03
      1543,-4.894061870E-01,-3.600673440E-01, 2.798799981E-02,-1.108241267E-03
      1544,-4.892947339E-01,-3.500827365E-01, 2.998898953E-02,-1.125540561E-03
      1545,-4.892973167E-01,-3.400788695E-01, 3.199322300E-02,-1.135806602E-03
      1546,-4.892811639E-01,-3.300757943E-01, 3.399689542E-02,-1.151893604E-03
      1547,-4.892657612E-01,-3.200828180E-01, 3.599803046E-02,-1.171490889E-03
      1548,-4.892675150E-01,-3.100897502E-01, 3.799868460E-02,-1.191988787E-03
      1549,-4.892699479E-01,-3.000885674E-01, 4.000052249E-02,-1.214612825E-03
      1550,-4.892588221E-01,-2.900858527E-01, 4.200215303E-02,-1.240452443E-03
      1551,-4.892286276E-01,-2.800829357E-01, 4.400319938E-02,-1.269692324E-03
      1552,-4.893164389E-01,-2.700872399E-01, 4.600211334E-02,-1.285413184E-03
      1553,-4.893449563E-01,-2.601020692E-01, 4.799902406E-02,-1.307945452E-03
      1554,-4.892716075E-01,-2.501029101E-01, 4.999841173E-02,-1.342314275E-03
      1555,-4.893730087E-01,-2.400802185E-01, 5.200172912E-02,-1.354267510E-03
      1556,-4.893608307E-01,-2.300844486E-01, 5.399997564E-02,-1.378630645E-03
      1557,-4.893770845E-01,-2.200864637E-01, 5.599830195E-02,-1.397591676E-03
      1558,-4.892823899E-01,-2.100909247E-01, 5.799581703E-02,-1.428383501E-03
      1559,-4.892615345E-01,-2.000819931E-01, 5.999517848E-02,-1.447257561E-03
      1560,-4.892268941E-01,-1.900884996E-01, 6.199104867E-02,-1.465035280E-03
      1561,-4.892327501E-01,-1.801031550E-01, 6.398497748E-02,-1.474311110E-03
      1562,-4.892500973E-01,-1.700980499E-01, 6.598279627E-02,-1.478409965E-03
      1563,-4.892444604E-01,-1.600986349E-01, 6.797941500E-02,-1.481803943E-03
      1564,-4.892341192E-01,-1.501039747E-01, 6.997481354E-02,-1.481783013E-03
      1565,-4.892204279E-01,-1.401132808E-01, 7.196909219E-02,-1.478073515E-03
      1566,-4.892382864E-01,-1.301353198E-01, 7.396070504E-02,-1.465926194E-03
      1567,-4.892768584E-01,-1.201368406E-01, 7.595670676E-02,-1.446628557E-03
      1568,-4.892850069E-01,-1.101294089E-01, 7.795479377E-02,-1.426816263E-03
      1569,-4.892671036E-01,-1.001214154E-01, 7.995304048E-02,-1.405767598E-03
      1570,-4.892436968E-01,-9.011377708E-02, 8.195111962E-02,-1.380957009E-03
      1571,-4.892201831E-01,-8.010631247E-02, 8.394905020E-02,-1.351941991E-03
      1572,-4.892282925E-01,-7.010797021E-02, 8.594542668E-02,-1.315042021E-03
      1573,-4.892646733E-01,-6.008827343E-02, 8.794670111E-02,-1.270875709E-03
      1574,-4.892509393E-01,-5.004947149E-02, 8.995197776E-02,-1.228591094E-03
      1575,-4.892007266E-01,-4.003283732E-02, 9.195248651E-02,-1.186426719E-03
      1576,-4.891517493E-01,-3.002428712E-02, 9.395085042E-02,-1.140659496E-03
      1577,-4.891207124E-01,-2.004305563E-02, 9.594356413E-02,-1.090058142E-03
      1578,-4.892752489E-01,-1.007620466E-02, 9.793522136E-02,-1.019857105E-03
      1579,-4.893676476E-01,-9.110275060E-05, 9.993160935E-02,-9.543306139E-04
      1580,-4.894520257E-01, 9.920287732E-03, 1.019338845E-01,-8.889290722E-04
      1581,-4.894867052E-01, 1.993463977E-02, 1.039366657E-01,-8.270260884E-04
      1582,-4.895644058E-01, 2.993474036E-02, 1.059372514E-01,-7.622443902E-04
      1583,-4.895819546E-01, 3.992191271E-02, 1.079351003E-01,-7.021545998E-04
      1584,-4.895806328E-01, 4.991664113E-02, 1.099344954E-01,-6.433561883E-04
      1585,-4.895707751E-01, 5.990764960E-02, 1.119333888E-01,-5.855019137E-04
      1586,-4.894714997E-01, 6.990618054E-02, 1.139334390E-01,-5.328917652E-04
      1587,-4.894278040E-01, 7.990741954E-02, 1.159343830E-01,-4.785585217E-04
      1588,-4.893942470E-01, 8.990706436E-02, 1.179352376E-01,-4.250885362E-04
      1589,-4.895157700E-01, 9.992906036E-02, 1.199419651E-01,-3.678852811E-04
      1590,-4.895132925E-01, 1.099181339E-01, 1.219419211E-01,-3.174654729E-04
      1591,-4.894014961E-01, 1.199201473E-01, 1.239438451E-01,-2.719337329E-04
      1592,-4.893624613E-01, 1.299203766E-01, 1.259456565E-01,-2.267475720E-04
      1593,-4.894051627E-01, 1.399119891E-01, 1.279462040E-01,-1.828311291E-04
      1594,-4.894007813E-01, 1.499033401E-01, 1.299464925E-01,-1.426509694E-04
      1595,-4.893895772E-01, 1.598881844E-01, 1.319450883E-01,-1.053655079E-04
      1596,-4.893695099E-01, 1.698318579E-01, 1.339345851E-01,-7.116763430E-05
      1597,-4.893905502E-01, 1.796938148E-01, 1.359068578E-01,-4.003012766E-05
      1598,-4.894570914E-01, 1.894363871E-01, 1.378550597E-01,-1.264970040E-05
      1599,-4.897704304E-01, 1.993228355E-01, 1.398323907E-01, 1.093076122E-05
      1600,-4.898124070E-01, 2.091010678E-01, 1.417866886E-01, 3.116876345E-05
      1601,-4.897535141E-01, 2.189157333E-01, 1.437487228E-01, 4.989210524E-05
      1602,-4.896955080E-01, 2.288602810E-01, 1.457381570E-01, 6.572812117E-05
      1603,-4.895486098E-01, 2.388696782E-01, 1.477415169E-01, 7.934900247E-05
      1604,-4.894743868E-01, 2.489390183E-01, 1.497580544E-01, 9.031758867E-05
      1605,-4.893673241E-01, 2.690893214E-01, 1.537951091E-01, 1.047317445E-04
      1606,-4.893368431E-01, 2.791856532E-01, 1.558182253E-01, 1.081390807E-04
      1607,-4.893205577E-01, 2.892998259E-01, 1.578452839E-01, 1.090812111E-04
      1608,-4.893070068E-01, 2.994241594E-01, 1.598747229E-01, 1.077176735E-04
      1609,-4.892813951E-01, 3.095731974E-01, 1.619095120E-01, 1.042472960E-04
      1610,-4.892377552E-01, 3.197374515E-01, 1.639478395E-01, 9.880059455E-05
      1611,-4.892340758E-01, 3.299306899E-01, 1.659926524E-01, 9.091940917E-05
      1612,-4.892152446E-01, 3.402567741E-01, 1.680641644E-01, 8.152374778E-05
      1613,-4.890578133E-01, 3.505730533E-01, 1.701302519E-01, 7.193576942E-05
      1614,-4.892770833E-01, 3.601245818E-01, 1.720394910E-01, 5.608405588E-05
      1615,-4.899725691E-01, 3.699253743E-01, 1.739955427E-01, 3.438287362E-05
      1616,-4.903784346E-01, 3.798854176E-01, 1.759849660E-01, 2.043483158E-05
      1617,-4.899985779E-01, 3.895392438E-01, 1.779155648E-01, 5.881659599E-06
      1618,-4.897987818E-01, 3.991414256E-01, 1.798335874E-01,-1.594670708E-05
      1619,-4.896791530E-01, 4.089438545E-01, 1.817934583E-01,-4.280844228E-05
      1620,-4.896343296E-01, 4.188817411E-01, 1.837834704E-01,-7.614471312E-05
      1621,-4.896975910E-01, 4.391199671E-01, 1.878478485E-01,-1.638244681E-04
      1622,-4.894885202E-01, 4.492322513E-01, 1.898859260E-01,-2.249531447E-04
      1623,-4.892813988E-01, 4.593214652E-01, 1.919213200E-01,-2.991615499E-04
      1624,-4.891421028E-01, 4.694290608E-01, 1.939546698E-01,-3.769799782E-04
      1625,-4.890775837E-01, 4.795788781E-01, 1.959478442E-01,-4.389212458E-04
      1626,-4.893191787E-01, 4.897904027E-01, 1.977076950E-01,-3.172006854E-04
      1627,-4.783147589E-01, 4.894292237E-01, 1.974277903E-01,-3.917359397E-04
      1628,-4.669299825E-01, 4.889845156E-01, 1.970291085E-01,-3.964442219E-04
      1629,-4.553070065E-01, 4.884869675E-01, 1.966263139E-01,-3.756438836E-04
      1630,-4.433872777E-01, 4.879567847E-01, 1.962421709E-01,-3.481233706E-04
      1631,-4.312504883E-01, 4.874740427E-01, 1.958963536E-01,-3.176673657E-04
      1632,-4.189879536E-01, 4.870794838E-01, 1.955968922E-01,-2.836095996E-04
      1633,-4.065042275E-01, 4.869042952E-01, 1.953498899E-01,-2.435819880E-04
      1634,-3.938369384E-01, 4.868574264E-01, 1.951477840E-01,-2.012556036E-04
      1635,-3.811456639E-01, 4.866894450E-01, 1.949772941E-01,-1.605300487E-04
      1636,-3.684392973E-01, 4.866617541E-01, 1.948525631E-01,-1.181049909E-04
      1637,-3.557392255E-01, 4.864993355E-01, 1.947595040E-01,-7.652033047E-05
      1638,-3.430441897E-01, 4.864792083E-01, 1.947120420E-01,-3.414402042E-05
      1639,-3.303297375E-01, 4.864715309E-01, 1.947043419E-01, 6.443651216E-06
      1640,-3.176225274E-01, 4.864496492E-01, 1.947359038E-01, 4.634390307E-05
      1641,-3.049207056E-01, 4.865570810E-01, 1.948112819E-01, 8.638296485E-05
      1642,-2.922238289E-01, 4.865441074E-01, 1.949186082E-01, 1.285135836E-04
      1643,-2.668647877E-01, 4.864464948E-01, 1.952469843E-01, 2.162738202E-04
      1644,-2.541454739E-01, 4.864771227E-01, 1.954744710E-01, 2.583517827E-04
      1645,-2.414274737E-01, 4.864373462E-01, 1.957388376E-01, 3.008602063E-04
      1646,-2.287536810E-01, 4.864100704E-01, 1.960414203E-01, 3.424647275E-04
      1647,-2.160632346E-01, 4.864722839E-01, 1.963856005E-01, 3.814348121E-04
      1648,-2.033082897E-01, 4.866525428E-01, 1.967737469E-01, 4.158483249E-04
      1649,-1.906092725E-01, 4.865415277E-01, 1.971871995E-01, 4.571428556E-04
      1650,-1.778898418E-01, 4.865335632E-01, 1.976385290E-01, 4.927357192E-04
      1651,-1.651800796E-01, 4.865317509E-01, 1.981215148E-01, 5.256805135E-04
      1652,-1.524576777E-01, 4.866952785E-01, 1.986400397E-01, 5.495329897E-04
      1653,-1.397667684E-01, 4.867219168E-01, 1.991807417E-01, 5.753492023E-04
      1654,-1.270688477E-01, 4.866016547E-01, 1.997411279E-01, 6.041920976E-04
      1655,-1.143638747E-01, 4.865721512E-01, 2.003248885E-01, 6.254359426E-04
      1656,-1.016830201E-01, 4.865381530E-01, 2.009244436E-01, 6.428895473E-04
      1657,-8.902504347E-02, 4.865772773E-01, 2.015382289E-01, 6.525802136E-04
      1658,-7.639000421E-02, 4.866331134E-01, 2.021605196E-01, 6.570553907E-04
      1659,-6.367733853E-02, 4.869070646E-01, 2.027969967E-01, 6.462630503E-04
      1660,-5.101394303E-02, 4.870456954E-01, 2.034284454E-01, 6.374972428E-04
      1661,-3.823143429E-02, 4.872753733E-01, 2.040630269E-01, 6.198243880E-04
      1662,-2.537738665E-02, 4.875051962E-01, 2.046914562E-01, 5.977494510E-04
      1663,-1.265503084E-02, 4.875569493E-01, 2.052956312E-01, 5.801339945E-04
      1664,-1.267309854E-02, 4.751190555E-01, 2.049237269E-01, 1.166435092E-03
      1665,-1.272190604E-02, 4.626623506E-01, 2.043109348E-01, 1.767815110E-03
      1666,-1.274965365E-02, 4.502217337E-01, 2.034742582E-01, 2.388168225E-03
      1667,-1.273369293E-02, 4.377377531E-01, 2.024275927E-01, 3.036800471E-03
      1668,-1.275560577E-02, 4.252628097E-01, 2.011901557E-01, 3.716695887E-03
      1669,-1.291001856E-02, 4.127592053E-01, 1.997729469E-01, 4.436957399E-03
      1670,-1.304335383E-02, 4.002356595E-01, 1.982085923E-01, 5.200777250E-03
      1671,-1.324981616E-02, 3.877393819E-01, 1.965211203E-01, 6.012243846E-03
      1672,-1.327735576E-02, 3.752903938E-01, 1.947544004E-01, 6.870238175E-03
      1673,-1.324353873E-02, 3.628113872E-01, 1.929121458E-01, 7.784790946E-03
      1674,-1.311718499E-02, 3.503017854E-01, 1.910152258E-01, 8.759402071E-03
      1675,-1.299620901E-02, 3.377961986E-01, 1.890772429E-01, 9.798701998E-03
      1676,-1.293580646E-02, 3.253074607E-01, 1.871059323E-01, 1.090537042E-02
      1677,-1.309900284E-02, 3.128093581E-01, 1.850859186E-01, 1.209355686E-02
      1678,-1.326358653E-02, 3.002871168E-01, 1.830326556E-01, 1.336144343E-02
      1679,-1.339945293E-02, 2.877851993E-01, 1.809466030E-01, 1.470256192E-02
      1680,-1.341575037E-02, 2.752594031E-01, 1.788103950E-01, 1.611040531E-02
      1681,-1.326904020E-02, 2.626768398E-01, 1.765835463E-01, 1.757601289E-02
      1682,-3.921156439E-01,-3.735055143E-01, 2.702440163E-02,-8.980622149E-03
      1683,-3.655025659E-01,-1.118738992E-01, 7.585400806E-02,-1.908873633E-02
      1684,-2.820632550E-01, 8.756233950E-02, 1.031441354E-01,-5.131998227E-03
      1685,-3.042460751E-01, 2.162905512E-01, 1.403945350E-01, 3.843755353E-03
      1686,-1.183983953E-01, 4.024534168E-01, 1.915688998E-01, 5.091003415E-03
      1687,-2.551794766E-02, 4.749242918E-01, 2.042958385E-01, 1.207040853E-03
      1688,-4.037784191E-02,-3.008319370E-01, 9.323431377E-02,-3.544995735E-02
